Name,Tags
1. Your First Tailwind Website,https://www.youtube.com/watch?v=NRagrTU_v8o
2. Build a Modern Landing Page With Tailwind CSS,youtube.com/watch?v=00gyCtIQp8E&feature=youtu.be
3. Build a Gym Website Using The Tailwind Starter Kit,https://www.youtube.com/watch?v=mO3aXUgjnIE
