Name,Links
🔷Youtube,
1. SQL vs NoSQL or MySQL vs MongoDB,https://www.youtube.com/watch?v=ZS_kXvOeQ5Y
2.MySQL vs MongoDB,https://www.youtube.com/watch?v=Ke4G-c94VBM
3. Which Is Better? SQL vs NoSQL,https://www.youtube.com/watch?v=t0GlGbtMTio
