Name,Links
🔷Youtube,
1. Build a Coronavirus Live Data Web App in Javascript Using Covid-19 API | Javascript Project,https://www.youtube.com/watch?v=bXoNcBaxfVs
2. Food Recipe App Using API | Vanilla JS Project,https://www.youtube.com/watch?v=opikz5x_1ak
3. 250 Unique APIs for your next Project,https://www.youtube.com/watch?v=Y0QBmXEylP8
